Identifier,Non-polymer EntityData,,,,,,,,,,
Entry ID,Asym ID,Auth Asym ID,Ligand ID,Ligand Formula,Ligand MW,Ligand Name,InChI,InChI Key,Ligand SMILES,Ligand of Interest,
"5STA","C","B","V8T","C11 H17 N O",179.259,"(1R)-1-{4-[(propan-2-yl)oxy]phenyl}ethan-1-amine","InChI=1S/C11H17NO/c1-8(2)13-11-6-4-10(5-7-11)9(3)12/h4-9H,12H2,1-3H3/t9-/m1/s1","QDLPHPPYMUBDRB-SECBINFHSA-N","CC(C)Oc1ccc(cc1)C(C)N"
,"D","B","SO4","O4 S",96.063,"SULFATE ION","InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2","QAOWNCQODCNURD-UHFFFAOYSA-L","[O-]S(=O)(=O)[O-]"
"5STB","C, D","A, B","V99","C6 H12 N4 S",172.251,"3-ethyl-5-(ethylsulfanyl)-4H-1,2,4-triazol-4-amine","InChI=1S/C6H12N4S/c1-3-5-8-9-6(10(5)7)11-4-2/h3-4,7H2,1-2H3","OXLLCDWVFPLRIE-UHFFFAOYSA-N","CCc1nnc(n1N)SCC"
"5STC","C, D","A, B","V9P","C5 H7 Cl N2",130.575,"1-(2-chloroethyl)-1H-imidazole","InChI=1S/C5H7ClN2/c6-1-3-8-4-2-7-5-8/h2,4-5H,1,3H2","WQRYDDUXWFSPQG-UHFFFAOYSA-N","c1cn(cn1)CCCl"
"5STE","C","B","VAV","C5 H5 B F3 N2 O2",192.912,"[2-methyl-5-(trifluoromethyl)pyrazol-3-yl]-oxidanyl-oxidanylidene-boron","InChI=1S/C5H5BF3N2O2/c1-11-4(6(12)13)2-3(10-11)5(7,8)9/h2,12H,1H3","UDAOUUNFYISEGU-UHFFFAOYSA-N","B(=O)(c1cc(nn1C)C(F)(F)F)O"
"5STF","C","B","VOK","C9 H14 N2 O3",198.219,"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trione","InChI=1S/C9H14N2O3/c1-4-9(5-2)6(12)10-8(14)11(3)7(9)13/h4-5H2,1-3H3,(H,10,12,14)","FWJKNZONDWOGMI-UHFFFAOYSA-N","CCC1(C(=O)NC(=O)N(C1=O)C)CC"
"5STG","C, D","B","VOW","C8 H11 B O3",165.982,"(4-ethoxyphenyl)-oxidanyl-oxidanylidene-boron","InChI=1S/C8H11BO3/c1-2-12-8-5-3-7(4-6-8)9(10)11/h3-6,10-11H,2H2,1H3","WRQNDLDUNQMTCL-UHFFFAOYSA-N","B(c1ccc(cc1)OCC)(O)O"
"5STH","C, D","B","8K2","C4 H4 Cl N O2 S2",197.663,"5-chloranylthiophene-2-sulfonamide","InChI=1S/C4H4ClNO2S2/c5-3-1-2-4(9-3)10(6,7)8/h1-2H,(H2,6,7,8)","RKLQLYBJAZBSEU-UHFFFAOYSA-N","c1cc(sc1S(=O)(=O)N)Cl"
"5STI","C, D","B","W8F","C9 H13 N O",151.206,"1-(3-methoxy-4-methylphenyl)methanamine","InChI=1S/C9H13NO/c1-7-3-4-8(6-10)5-9(7)11-2/h3-5H,6,10H2,1-2H3","IGAKDRWFTAVNCF-UHFFFAOYSA-N","Cc1ccc(cc1OC)CN"
"5STJ","C, D","B","W8F","C9 H13 N O",151.206,"1-(3-methoxy-4-methylphenyl)methanamine","InChI=1S/C9H13NO/c1-7-3-4-8(6-10)5-9(7)11-2/h3-5H,6,10H2,1-2H3","IGAKDRWFTAVNCF-UHFFFAOYSA-N","Cc1ccc(cc1OC)CN"
"5STK","C","B","W93","C9 H13 N O2",167.205,"(2R)-2-amino-2-(3-methoxyphenyl)ethan-1-ol","InChI=1S/C9H13NO2/c1-12-8-4-2-3-7(5-8)9(10)6-11/h2-5,9,11H,6,10H2,1H3/t9-/m0/s1","HAHLSZOSVFWLMM-VIFPVBQESA-N","COc1cccc(c1)C(CO)N"
"5STL","C, D","B","W9E","C8 H7 F3 N2 O",204.149,"N-hydroxy-4-(trifluoromethyl)benzene-1-carboximidamide","InChI=1S/C8H7F3N2O/c9-8(10,11)6-3-1-5(2-4-6)7(12)13-14/h1-4,14H,(H2,12,13)","QCVFLUSIBKAKPC-UHFFFAOYSA-N","c1cc(ccc1C(=N)NO)C(F)(F)F"
"5STM","C, D","B","W9I","C5 H6 Br N3",188.025,"5-bromo-2-hydrazinylpyridine","InChI=1S/C5H6BrN3/c6-4-1-2-5(9-7)8-3-4/h1-3H,7H2,(H,8,9)","QYQLEYTXFMOLEI-UHFFFAOYSA-N","c1cc(ncc1Br)NN"
"5STN","C","A","W9O","C11 H24 N4",212.335,"N-methyl-1-{(1S,2R)-2-[(1,2,4-triazolidin-1-yl)methyl]cyclohexyl}methanamine","InChI=1S/C11H24N4/c1-12-6-10-4-2-3-5-11(10)7-15-9-13-8-14-15/h10-14H,2-9H2,1H3/t10-,11+/m1/s1","RTSPEIWHIPINSG-MNOVXSKESA-N","CNCC1CCCCC1CN2CNCN2"
"5STO","C","B","W9U","C12 H22 N2 O2",226.315,"cyclohexyl[4-(hydroxyamino)piperidin-1-yl]methanone","InChI=1S/C12H22N2O2/c15-12(10-4-2-1-3-5-10)14-8-6-11(13-16)7-9-14/h10-11,13,16H,1-9H2","BVXVXAAIOFQKMZ-UHFFFAOYSA-N","C1CCC(CC1)C(=O)N2CCC(CC2)NO"
"5STP","C","B","WA0","C11 H13 N3",187.241,"(1R)-2-(1H-imidazol-2-yl)-1-phenylethan-1-amine","InChI=1S/C11H13N3/c12-10(8-11-13-6-7-14-11)9-4-2-1-3-5-9/h1-7,10H,8,12H2,(H,13,14)/t10-/m1/s1","UILZJHCFDFUHKX-SNVBAGLBSA-N","c1ccc(cc1)C(Cc2[nH]ccn2)N"
"5STQ","C","A","VP0","C13 H15 N O3",233.263,"[(1S)-2-acetyl-1,2,3,4-tetrahydroisoquinolin-1-yl]acetic acid","InChI=1S/C13H15NO3/c1-9(15)14-7-6-10-4-2-3-5-11(10)12(14)8-13(16)17/h2-5,12H,6-8H2,1H3,(H,16,17)/t12-/m0/s1","QZBDYCNMWXWQNV-LBPRGKRZSA-N","CC(=O)N1CCc2ccccc2C1CC(=O)O"
"5STR","C, D","A, B","VNU","C12 H16 N2 O",204.268,"N-(1-phenylcyclobutyl)glycinamide","InChI=1S/C12H16N2O/c13-9-11(15)14-12(7-4-8-12)10-5-2-1-3-6-10/h1-3,5-6H,4,7-9,13H2,(H,14,15)","NFWJLHQGYPHNHW-UHFFFAOYSA-N","c1ccc(cc1)C2(CCC2)NC(=O)CN"
"5STS","C","B","V0O","C9 H12 N2 O2 S",212.269,"ethyl 2-(cyclopropylamino)-1,3-thiazole-4-carboxylate","InChI=1S/C9H12N2O2S/c1-2-13-8(12)7-5-14-9(11-7)10-6-3-4-6/h5-6H,2-4H2,1H3,(H,10,11)","WRPOUBFNFBYEOF-UHFFFAOYSA-N","CCOC(=O)c1csc(n1)NC2CC2"
"5STT","C","B","V1U","C10 H12 O4",196.2,"2-(2-methoxyethoxy)benzoic acid","InChI=1S/C10H12O4/c1-13-6-7-14-9-5-3-2-4-8(9)10(11)12/h2-5H,6-7H2,1H3,(H,11,12)","LRIXKEQGKQFQAO-UHFFFAOYSA-N","COCCOc1ccccc1C(=O)O"
"5STU","C","A","V2U","C10 H12 Cl N O3",229.66,"2-chloro-N-(3,5-dimethoxyphenyl)acetamide","InChI=1S/C10H12ClNO3/c1-14-8-3-7(12-10(13)6-11)4-9(5-8)15-2/h3-5H,6H2,1-2H3,(H,12,13)","OAFXUKHPQCSRPT-UHFFFAOYSA-N","COc1cc(cc(c1)OC)NC(=O)CCl"
"5STV","C","A","V86","C9 H10 Br N O",228.086,"2-bromo-N-ethylbenzamide","InChI=1S/C9H10BrNO/c1-2-11-9(12)7-5-3-4-6-8(7)10/h3-6H,2H2,1H3,(H,11,12)","DWCBZUWYUAIEEP-UHFFFAOYSA-N","CCNC(=O)c1ccccc1Br"
"5STW","C","B","V8L","C8 H10 N2 O",150.178,"N'-phenylacetohydrazide","InChI=1S/C8H10N2O/c1-7(11)9-10-8-5-3-2-4-6-8/h2-6,10H,1H3,(H,9,11)","UICBCXONCUFSOI-UHFFFAOYSA-N","CC(=O)NNc1ccccc1"
"5STX","C","B","V92","C10 H6 N2 O2",186.167,"4-hydroxy-2-oxo-1,2-dihydroquinoline-3-carbonitrile","InChI=1S/C10H6N2O2/c11-5-7-9(13)6-3-1-2-4-8(6)12-10(7)14/h1-4H,(H2,12,13,14)","CRRUFISVDCIBAP-UHFFFAOYSA-N","c1ccc2c(c1)C(=C(C(=O)N2)C#N)O"
"5STY","C","B","V9I","C10 H18 N2 O4",230.261,"ethyl (3S)-3-(methoxycarbamoyl)piperidine-1-carboxylate","InChI=1S/C10H18N2O4/c1-3-16-10(14)12-6-4-5-8(7-12)9(13)11-15-2/h8H,3-7H2,1-2H3,(H,11,13)/t8-/m0/s1","CUKXABWTVVSDEP-QMMMGPOBSA-N","CCOC(=O)N1CCCC(C1)C(=O)NOC"
"5STZ","C, D","A, B","V9X","C11 H12 N2 O",188.226,"3-(1H-indol-3-yl)propanamide","InChI=1S/C11H12N2O/c12-11(14)6-5-8-7-13-10-4-2-1-3-9(8)10/h1-4,7,13H,5-6H2,(H2,12,14)","OTVHXWFANORBAK-UHFFFAOYSA-N","c1ccc2c(c1)c(c[nH]2)CCC(=O)N"
"5SU0","C","B","VOE","C10 H15 N",149.233,"(2R)-2-phenylbutan-1-amine","InChI=1S/C10H15N/c1-2-9(8-11)10-6-4-3-5-7-10/h3-7,9H,2,8,11H2,1H3/t9-/m0/s1","PLWALTDUYKDGRF-VIFPVBQESA-N","CCC(CN)c1ccccc1"
"5SU1","C","B","VOQ","C11 H19 N3 O2",225.287,"N-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]-N,2-dimethyl-L-alaninamide","InChI=1S/C11H19N3O2/c1-7-9(8(2)16-13-7)6-14(5)10(15)11(3,4)12/h6,12H2,1-5H3","RELIAECMPOCXRD-UHFFFAOYSA-N","Cc1c(c(on1)C)CN(C)C(=O)C(C)(C)N"
"5SU2","C","B","W7X","C11 H17 N3",191.273,"1-(6-methylpyridin-2-yl)-1,4-diazepane","InChI=1S/C11H17N3/c1-10-4-2-5-11(13-10)14-8-3-6-12-7-9-14/h2,4-5,12H,3,6-9H2,1H3","JKXRJULPFYHASQ-UHFFFAOYSA-N","Cc1cccc(n1)N2CCCNCC2"
"5SU3","C","B","W8B","C8 H10 Cl N3 O2",215.637,"4-chloro-5-(morpholin-4-yl)pyridazin-3(2H)-one","InChI=1S/C8H10ClN3O2/c9-7-6(5-10-11-8(7)13)12-1-3-14-4-2-12/h5H,1-4H2,(H,11,13)","NXBBUGQZWHZSPQ-UHFFFAOYSA-N","C1COCCN1C2=C(C(=O)NN=C2)Cl"
"5SU4","C, D, E, F","A, B","W8K","C9 H10 Br N O",228.086,"N-[(3-bromophenyl)methyl]acetamide","InChI=1S/C9H10BrNO/c1-7(12)11-6-8-3-2-4-9(10)5-8/h2-5H,6H2,1H3,(H,11,12)","UVPIDNMBEZYIIU-UHFFFAOYSA-N","CC(=O)NCc1cccc(c1)Br"
"5SU5","C","B","W8W","C5 H5 Br N2 O2",205.009,"5-bromo-1-methylpyrimidine-2,4(1H,3H)-dione","InChI=1S/C5H5BrN2O2/c1-8-2-3(6)4(9)7-5(8)10/h2H,1H3,(H,7,9,10)","PIVKLKRNXWUHSD-UHFFFAOYSA-N","CN1C=C(C(=O)NC1=O)Br"
"5SU6","C","A","W98","C9 H13 N O2 S2",231.335,"N-cyclopropyl-N-[(thiophen-2-yl)methyl]methanesulfonamide","InChI=1S/C9H13NO2S2/c1-14(11,12)10(8-4-5-8)7-9-3-2-6-13-9/h2-3,6,8H,4-5,7H2,1H3","NMSMYGVMMBHOAS-UHFFFAOYSA-N","CS(=O)(=O)N(Cc1cccs1)C2CC2"
"5SU7","C","B","V3R","C10 H13 F2 N",185.214,"(2S)-4-(3,4-difluorophenyl)butan-2-amine","InChI=1S/C10H13F2N/c1-7(13)2-3-8-4-5-9(11)10(12)6-8/h4-7H,2-3,13H2,1H3/t7-/m0/s1","TVJUZDQYBVCQIX-ZETCQYMHSA-N","CC(CCc1ccc(c(c1)F)F)N"
"5SU8","C","A","V40","C12 H24 N2 O",212.332,"(2S)-1-{[(1R,2R)-2-(aminomethyl)cyclohexyl]methyl}pyrrolidin-2-ol","InChI=1S/C12H24N2O/c13-8-10-4-1-2-5-11(10)9-14-7-3-6-12(14)15/h10-12,15H,1-9,13H2/t10-,11-,12-/m0/s1","ITLMVPHXKPDLDM-SRVKXCTJSA-N","C1CCC(C(C1)CN)CN2CCCC2O"
"5SU9","C","B","V4L","C14 H22 N2 O",234.337,"N~2~-methyl-N~2~-[2-methyl-2-(4-methylphenyl)propyl]glycinamide","InChI=1S/C14H22N2O/c1-11-5-7-12(8-6-11)14(2,3)10-16(4)9-13(15)17/h5-8H,9-10H2,1-4H3,(H2,15,17)","JDMIDNSLBBTABU-UHFFFAOYSA-N","Cc1ccc(cc1)C(C)(C)CN(C)CC(=O)N"
"5SUA","C","B","V4X","C7 H10 N2 O S",170.232,"3-oxo-3-(thiomorpholin-4-yl)propanenitrile","InChI=1S/C7H10N2OS/c8-2-1-7(10)9-3-5-11-6-4-9/h1,3-6H2","ZRIDVVUGSOESLV-UHFFFAOYSA-N","C1CSCCN1C(=O)CC#N"
"5SUB","C, D, E","A, B","V6R","C12 H17 F N2 O",224.275,"(2S)-2-amino-N-[(2-fluorophenyl)methyl]-N-methylbutanamide","InChI=1S/C12H17FN2O/c1-3-11(14)12(16)15(2)8-9-6-4-5-7-10(9)13/h4-7,11H,3,8,14H2,1-2H3/t11-/m0/s1","XGMLBICNMQKJQY-NSHDSACASA-N","CCC(C(=O)N(C)Cc1ccccc1F)N"
"5SUC","C","A","V73","C11 H15 N O2",193.242,"N-(2-hydroxyethyl)-N-methyl-2-phenylacetamide","InChI=1S/C11H15NO2/c1-12(7-8-13)11(14)9-10-5-3-2-4-6-10/h2-6,13H,7-9H2,1H3","PWWHTAFTALYTRT-UHFFFAOYSA-N","CN(CCO)C(=O)Cc1ccccc1"
"5SUD","C, D","B","V7C","C11 H12 N2 O",188.226,"N-[(2R)-2-cyanopropyl]benzamide","InChI=1S/C11H12N2O/c1-9(7-12)8-13-11(14)10-5-3-2-4-6-10/h2-6,9H,8H2,1H3,(H,13,14)/t9-/m0/s1","AWGRQXJTSPUZDZ-VIFPVBQESA-N","CC(CNC(=O)c1ccccc1)C#N"
"5SUE","C, D","A, B","WA8","C13 H16 N2 O2",232.278,"2-(2-oxopyridin-1(2H)-yl)-N,N-di(prop-2-en-1-yl)acetamide","InChI=1S/C13H16N2O2/c1-3-8-14(9-4-2)13(17)11-15-10-6-5-7-12(15)16/h3-7,10H,1-2,8-9,11H2","ZBQFMTQYENBQPV-UHFFFAOYSA-N","C=CCN(CC=C)C(=O)CN1C=CC=CC1=O"
"5SUF","C","A","SO4","O4 S",96.063,"SULFATE ION","InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2","QAOWNCQODCNURD-UHFFFAOYSA-L","[O-]S(=O)(=O)[O-]"
,"D","B","W3U","C11 H10 N2 O2",202.209,"1-benzyl-1H-pyrazole-4-carboxylic acid","InChI=1S/C11H10N2O2/c14-11(15)10-6-12-13(8-10)7-9-4-2-1-3-5-9/h1-6,8H,7H2,(H,14,15)","KGDOHXYALMXHLF-UHFFFAOYSA-N","c1ccc(cc1)Cn2cc(cn2)C(=O)O"
"5SUG","C, D","A, B","W1E","C10 H16 O4 S",232.297,"2-methylpropyl [(3R)-1,1-dioxo-2,3-dihydro-1H-1lambda~6~-thiophen-3-yl]acetate","InChI=1S/C10H16O4S/c1-8(2)6-14-10(11)5-9-3-4-15(12,13)7-9/h3-4,8-9H,5-7H2,1-2H3/t9-/m0/s1","RZUKZKGHEDZMNQ-VIFPVBQESA-N","CC(C)COC(=O)CC1CS(=O)(=O)C=C1"
"7EQ2","C, H","A, B","GDP","C10 H15 N5 O11 P2",443.201,"GUANOSINE-5'-DIPHOSPHATE","InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1","QGWNDRXFNXRZMB-UUOKFMHZSA-N","c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N","Y"
,"D, I","A, B","MG","Mg",24.305,"MAGNESIUM ION","InChI=1S/Mg/q+2","JLVVSXFLKOJNIY-UHFFFAOYSA-N","[Mg+2]","Y"
,"E, F, J, K","A, B","NCO","Co H18 N6",161.116,"COBALT HEXAMMINE(III)","InChI=1/Co.6H3N/h;6*1H3/q+3;;;;;;/rCoH18N6/c2-1(3,4,5,6)7/h2-7H3/q+3","DYLMFCCYOUSRTK-FGTKAUEHAT","[NH3][Co+3]([NH3])([NH3])([NH3])([NH3])[NH3]"
,"G, L","A, B","MPD","C6 H14 O2",118.174,"(4S)-2-METHYL-2,4-PENTANEDIOL","InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3/t5-/m0/s1","SVTBMSDMJJWYQN-YFKPBYRVSA-N","CC(CC(C)(C)O)O"
,"M, N","B","CAC","C2 H6 As O2",136.989,"CACODYLATE ION","InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)/p-1","OGGXGZAMXPVRFZ-UHFFFAOYSA-M","C[As](=O)(C)[O-]"
"7FJU","C, D","A, B","W1N","C10 H12 F N O2",197.206,"(3S)-3-amino-4-(2-fluorophenyl)butanoic acid","InChI=1S/C10H12FNO2/c11-9-4-2-1-3-7(9)5-8(12)6-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)/t8-/m0/s1","CTZJKXPNBFSWAK-QMMMGPOBSA-N","c1ccc(c(c1)CC(CC(=O)O)N)F"
"7FJV","C","B","W1N","C10 H12 F N O2",197.206,"(3S)-3-amino-4-(2-fluorophenyl)butanoic acid","InChI=1S/C10H12FNO2/c11-9-4-2-1-3-7(9)5-8(12)6-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)/t8-/m0/s1","CTZJKXPNBFSWAK-QMMMGPOBSA-N","c1ccc(c(c1)CC(CC(=O)O)N)F"
"7FJW","C","A","W1W","C10 H9 N3 S",203.264,"6-[(pyridin-2-yl)sulfanyl]pyridin-3-amine","InChI=1S/C10H9N3S/c11-8-4-5-10(13-7-8)14-9-3-1-2-6-12-9/h1-7H,11H2","XWNFGZLXUDSFQX-UHFFFAOYSA-N","c1ccnc(c1)Sc2ccc(cn2)N"
"7FJX","C","B","W2B","C11 H17 N3 O",207.272,"N-cyclohexyl-2-(1H-pyrazol-1-yl)acetamide","InChI=1S/C11H17N3O/c15-11(9-14-8-4-7-12-14)13-10-5-2-1-3-6-10/h4,7-8,10H,1-3,5-6,9H2,(H,13,15)","GQNIKYNUDKESIO-UHFFFAOYSA-N","c1cnn(c1)CC(=O)NC2CCCCC2"
"7FJY","C","A","W2I","C12 H18 N2 O",206.284,"1-[(3-aminophenyl)methyl]piperidin-4-ol","InChI=1S/C12H18N2O/c13-11-3-1-2-10(8-11)9-14-6-4-12(15)5-7-14/h1-3,8,12,15H,4-7,9,13H2","URVMBDCFIVHKBG-UHFFFAOYSA-N","c1cc(cc(c1)N)CN2CCC(CC2)O"
"7FJZ","C","A","W2O","C9 H12 N2 O",164.204,"D-phenylalaninamide","InChI=1S/C9H12N2O/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H2,11,12)/t8-/m1/s1","OBSIQMZKFXFYLV-MRVPVSSYSA-N","c1ccc(cc1)CC(C(=O)N)N"
"7FK0","C","B","W36","C9 H13 F N2 O2 S",232.275,"2-amino-N-(3-fluoro-4-methylphenyl)ethane-1-sulfonamide","InChI=1S/C9H13FN2O2S/c1-7-2-3-8(6-9(7)10)12-15(13,14)5-4-11/h2-3,6,12H,4-5,11H2,1H3","OCSCDNBRMDMHFR-UHFFFAOYSA-N","Cc1ccc(cc1F)NS(=O)(=O)CCN"
"7FK1","C, D","A, B","W3H","C10 H11 Cl O4 S",262.71,"(3R)-3-(4-chlorobenzene-1-sulfonyl)butanoic acid","InChI=1S/C10H11ClO4S/c1-7(6-10(12)13)16(14,15)9-4-2-8(11)3-5-9/h2-5,7H,6H2,1H3,(H,12,13)/t7-/m1/s1","NPUIQANQRDIHLU-SSDOTTSWSA-N","CC(CC(=O)O)S(=O)(=O)c1ccc(cc1)Cl"
"7FK2","C","A","VF3","C8 H11 N O3 S2",233.308,"4-(thiophene-2-sulfonyl)morpholine","InChI=1S/C8H11NO3S2/c10-14(11,8-2-1-7-13-8)9-3-5-12-6-4-9/h1-2,7H,3-6H2","KUWMYLJUWYMTMY-UHFFFAOYSA-N","c1cc(sc1)S(=O)(=O)N2CCOCC2"
"7FK3","C","A","VNC","C10 H13 N O4 S",243.28,"methyl N-(benzenesulfonyl)-N-methylglycinate","InChI=1S/C10H13NO4S/c1-11(8-10(12)15-2)16(13,14)9-6-4-3-5-7-9/h3-7H,8H2,1-2H3","LGGYBAUTKKAFGO-UHFFFAOYSA-N","CN(CC(=O)OC)S(=O)(=O)c1ccccc1"
"7FK4","C, D","A, B","VNN","C11 H16 N2 O S",224.323,"(4-methylpiperazin-1-yl)(5-methylthiophen-3-yl)methanone","InChI=1S/C11H16N2OS/c1-9-7-10(8-15-9)11(14)13-5-3-12(2)4-6-13/h7-8H,3-6H2,1-2H3","SXUGOFSFLSCLEM-UHFFFAOYSA-N","Cc1cc(cs1)C(=O)N2CCN(CC2)C"
"7FK5","C, D","B","V3F","C10 H10 N2 O2",190.199,"(5S)-5-methyl-5-phenylimidazolidine-2,4-dione","InChI=1S/C10H10N2O2/c1-10(7-5-3-2-4-6-7)8(13)11-9(14)12-10/h2-6H,1H3,(H2,11,12,13,14)/t10-/m0/s1","JNGWGQUYLVSFND-JTQLQIEISA-N","CC1(C(=O)NC(=O)N1)c2ccccc2"
"7FK6","C","A","WE5","C12 H13 N O3",219.237,"methyl (3R)-5-oxo-1-phenylpyrrolidine-3-carboxylate","InChI=1S/C12H13NO3/c1-16-12(15)9-7-11(14)13(8-9)10-5-3-2-4-6-10/h2-6,9H,7-8H2,1H3/t9-/m1/s1","OIAHHVOKOCPNJP-SECBINFHSA-N","COC(=O)C1CC(=O)N(C1)c2ccccc2"
"7FK7","C","B","V4C","C11 H19 N3 O2 S",257.352,"N-cyclopropyl-1-methyl-N-(2-methylpropyl)-1H-pyrazole-4-sulfonamide","InChI=1S/C11H19N3O2S/c1-9(2)7-14(10-4-5-10)17(15,16)11-6-12-13(3)8-11/h6,8-10H,4-5,7H2,1-3H3","SHLCNMOAEZIUIG-UHFFFAOYSA-N","CC(C)CN(C1CC1)S(=O)(=O)c2cnn(c2)C"
"7FK8","C","B","WAO","C10 H9 Cl F N3 O",241.649,"2-[(3-chloro-4-fluorophenyl)methyl]-4-methyl-2,4-dihydro-3H-1,2,4-triazol-3-one","InChI=1S/C10H9ClFN3O/c1-14-6-13-15(10(14)16)5-7-2-3-9(12)8(11)4-7/h2-4,6H,5H2,1H3","XYJULHJUPZIRQX-UHFFFAOYSA-N","CN1C=NN(C1=O)Cc2ccc(c(c2)Cl)F"
"7FK9","C","B","WKL","C9 H11 N3 O S",209.268,"N-(2-aminoethyl)-N-(cyanomethyl)thiophene-2-carboxamide","InChI=1S/C9H11N3OS/c10-3-5-12(6-4-11)9(13)8-2-1-7-14-8/h1-2,7H,3,5-6,10H2","XDHJNESZDIBWEM-UHFFFAOYSA-N","c1cc(sc1)C(=O)N(CCN)CC#N"
"7FKA","C, D, E","A, B","V6Z","C10 H10 Cl N O3",227.644,"methyl N-(2-chlorobenzoyl)glycinate","InChI=1S/C10H10ClNO3/c1-15-9(13)6-12-10(14)7-4-2-3-5-8(7)11/h2-5H,6H2,1H3,(H,12,14)","NVWHFQJYAXGYIN-UHFFFAOYSA-N","COC(=O)CNC(=O)c1ccccc1Cl"
